"Temperature"	"Pressure"	"Humidity"	"CO2.Concentration"	"Luminosity"	"UV.Intensity"	"UV.Index"	"Latitude"	"Longitude"	"Speed"	"Altitude"	"GNSS.Time"	"GNSS.Date"	"Date"	"Time"	"H"	"D"	"M"	"Y"	"m"	"DateTime"
21,86	NA	86,72	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	17H 59M 59S	17	24	12	2024	59	2024-12-24 17:59:59
21,86	NA	86,72	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	17H 59M 59S	17	24	12	2024	59	2024-12-24 17:59:59
21,86	NA	86,72	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	17H 59M 59S	17	24	12	2024	59	2024-12-24 17:59:59
21,86	92,79	90,81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 43S	18	24	12	2024	29	2024-12-24 18:29:43
21,86	92,79	90,81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 43S	18	24	12	2024	29	2024-12-24 18:29:43
21,86	92,79	90,81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 43S	18	24	12	2024	29	2024-12-24 18:29:43
NA	NA	NA	NA	7	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 51S	18	24	12	2024	29	2024-12-24 18:29:51
NA	NA	NA	NA	7	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 51S	18	24	12	2024	29	2024-12-24 18:29:51
NA	NA	NA	NA	7	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 51S	18	24	12	2024	29	2024-12-24 18:29:51
21,73	NA	87,03	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 58S	18	24	12	2024	29	2024-12-24 18:29:58
21,73	NA	87,03	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 58S	18	24	12	2024	29	2024-12-24 18:29:58
21,73	NA	87,03	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 29M 58S	18	24	12	2024	29	2024-12-24 18:29:58
21,72	92,82	90,84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 43S	18	24	12	2024	59	2024-12-24 18:59:43
21,72	92,82	90,84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 43S	18	24	12	2024	59	2024-12-24 18:59:43
21,72	92,82	90,84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 43S	18	24	12	2024	59	2024-12-24 18:59:43
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 51S	18	24	12	2024	59	2024-12-24 18:59:51
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 51S	18	24	12	2024	59	2024-12-24 18:59:51
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 51S	18	24	12	2024	59	2024-12-24 18:59:51
21,58	NA	87,1	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 58S	18	24	12	2024	59	2024-12-24 18:59:58
21,58	NA	87,1	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 58S	18	24	12	2024	59	2024-12-24 18:59:58
21,58	NA	87,1	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	18H 59M 58S	18	24	12	2024	59	2024-12-24 18:59:58
21,56	92,85	91,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 43S	19	24	12	2024	29	2024-12-24 19:29:43
21,56	92,85	91,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 43S	19	24	12	2024	29	2024-12-24 19:29:43
NA	NA	NA	NA	1	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 50S	19	24	12	2024	29	2024-12-24 19:29:50
NA	NA	NA	NA	1	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 50S	19	24	12	2024	29	2024-12-24 19:29:50
NA	NA	NA	NA	1	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 50S	19	24	12	2024	29	2024-12-24 19:29:50
21,42	NA	87,32	362	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 58S	19	24	12	2024	29	2024-12-24 19:29:58
21,42	NA	87,32	362	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 29M 58S	19	24	12	2024	29	2024-12-24 19:29:58
21,58	92,87	91,39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 43S	19	24	12	2024	59	2024-12-24 19:59:43
21,58	92,87	91,39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 43S	19	24	12	2024	59	2024-12-24 19:59:43
21,58	92,87	91,39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 43S	19	24	12	2024	59	2024-12-24 19:59:43
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 50S	19	24	12	2024	59	2024-12-24 19:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 50S	19	24	12	2024	59	2024-12-24 19:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 50S	19	24	12	2024	59	2024-12-24 19:59:50
21,46	NA	87,5	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 58S	19	24	12	2024	59	2024-12-24 19:59:58
21,46	NA	87,5	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 58S	19	24	12	2024	59	2024-12-24 19:59:58
21,46	NA	87,5	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	19H 59M 58S	19	24	12	2024	59	2024-12-24 19:59:58
21,34	92,9	91,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 42S	20	24	12	2024	29	2024-12-24 20:29:42
21,34	92,9	91,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 42S	20	24	12	2024	29	2024-12-24 20:29:42
21,34	92,9	91,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 42S	20	24	12	2024	29	2024-12-24 20:29:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 50S	20	24	12	2024	29	2024-12-24 20:29:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 50S	20	24	12	2024	29	2024-12-24 20:29:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 50S	20	24	12	2024	29	2024-12-24 20:29:50
21,23	NA	87,8	367	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 58S	20	24	12	2024	29	2024-12-24 20:29:58
21,23	NA	87,8	367	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 58S	20	24	12	2024	29	2024-12-24 20:29:58
21,23	NA	87,8	367	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 29M 58S	20	24	12	2024	29	2024-12-24 20:29:58
21,38	92,94	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 42S	20	24	12	2024	59	2024-12-24 20:59:42
21,38	92,94	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 42S	20	24	12	2024	59	2024-12-24 20:59:42
21,38	92,94	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 42S	20	24	12	2024	59	2024-12-24 20:59:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 50S	20	24	12	2024	59	2024-12-24 20:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 50S	20	24	12	2024	59	2024-12-24 20:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 50S	20	24	12	2024	59	2024-12-24 20:59:50
21,25	NA	87,92	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 58S	20	24	12	2024	59	2024-12-24 20:59:58
21,25	NA	87,92	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 58S	20	24	12	2024	59	2024-12-24 20:59:58
21,25	NA	87,92	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	20H 59M 58S	20	24	12	2024	59	2024-12-24 20:59:58
21,4	92,94	91,91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 42S	21	24	12	2024	29	2024-12-24 21:29:42
21,4	92,94	91,91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 42S	21	24	12	2024	29	2024-12-24 21:29:42
21,4	92,94	91,91	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 50S	21	24	12	2024	29	2024-12-24 21:29:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 50S	21	24	12	2024	29	2024-12-24 21:29:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 50S	21	24	12	2024	29	2024-12-24 21:29:50
21,25	NA	87,98	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 58S	21	24	12	2024	29	2024-12-24 21:29:58
21,25	NA	87,98	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 58S	21	24	12	2024	29	2024-12-24 21:29:58
21,25	NA	87,98	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 29M 58S	21	24	12	2024	29	2024-12-24 21:29:58
21,48	92,96	91,98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 42S	21	24	12	2024	59	2024-12-24 21:59:42
21,48	92,96	91,98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 42S	21	24	12	2024	59	2024-12-24 21:59:42
21,48	92,96	91,98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 42S	21	24	12	2024	59	2024-12-24 21:59:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 50S	21	24	12	2024	59	2024-12-24 21:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 50S	21	24	12	2024	59	2024-12-24 21:59:50
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 50S	21	24	12	2024	59	2024-12-24 21:59:50
21,38	NA	88,1	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 57S	21	24	12	2024	59	2024-12-24 21:59:57
21,38	NA	88,1	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 57S	21	24	12	2024	59	2024-12-24 21:59:57
21,38	NA	88,1	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	21H 59M 57S	21	24	12	2024	59	2024-12-24 21:59:57
21,55	92,98	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 42S	22	24	12	2024	29	2024-12-24 22:29:42
21,55	92,98	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 42S	22	24	12	2024	29	2024-12-24 22:29:42
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 49S	22	24	12	2024	29	2024-12-24 22:29:49
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 49S	22	24	12	2024	29	2024-12-24 22:29:49
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 49S	22	24	12	2024	29	2024-12-24 22:29:49
21,44	NA	88,12	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 57S	22	24	12	2024	29	2024-12-24 22:29:57
21,44	NA	88,12	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 57S	22	24	12	2024	29	2024-12-24 22:29:57
21,44	NA	88,12	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 29M 57S	22	24	12	2024	29	2024-12-24 22:29:57
21,57	92,96	92,03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 42S	22	24	12	2024	59	2024-12-24 22:59:42
21,57	92,96	92,03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 42S	22	24	12	2024	59	2024-12-24 22:59:42
21,57	92,96	92,03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 42S	22	24	12	2024	59	2024-12-24 22:59:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 49S	22	24	12	2024	59	2024-12-24 22:59:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 49S	22	24	12	2024	59	2024-12-24 22:59:49
21,45	NA	88,1	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 57S	22	24	12	2024	59	2024-12-24 22:59:57
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 49S	22	24	12	2024	59	2024-12-24 22:59:49
21,45	NA	88,1	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 57S	22	24	12	2024	59	2024-12-24 22:59:57
21,45	NA	88,1	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	22H 59M 57S	22	24	12	2024	59	2024-12-24 22:59:57
21,51	92,97	92,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 42S	23	24	12	2024	29	2024-12-24 23:29:42
21,51	92,97	92,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 42S	23	24	12	2024	29	2024-12-24 23:29:42
21,51	92,97	92,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 42S	23	24	12	2024	29	2024-12-24 23:29:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 49S	23	24	12	2024	29	2024-12-24 23:29:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 49S	23	24	12	2024	29	2024-12-24 23:29:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 49S	23	24	12	2024	29	2024-12-24 23:29:49
21,46	NA	88,09	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 57S	23	24	12	2024	29	2024-12-24 23:29:57
21,46	NA	88,09	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 57S	23	24	12	2024	29	2024-12-24 23:29:57
21,46	NA	88,09	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 29M 57S	23	24	12	2024	29	2024-12-24 23:29:57
21,5	92,94	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 41S	23	24	12	2024	59	2024-12-24 23:59:41
21,5	92,94	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 41S	23	24	12	2024	59	2024-12-24 23:59:41
21,5	92,94	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 41S	23	24	12	2024	59	2024-12-24 23:59:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 49S	23	24	12	2024	59	2024-12-24 23:59:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 49S	23	24	12	2024	59	2024-12-24 23:59:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 49S	23	24	12	2024	59	2024-12-24 23:59:49
21,4	NA	88,13	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 57S	23	24	12	2024	59	2024-12-24 23:59:57
21,4	NA	88,13	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 57S	23	24	12	2024	59	2024-12-24 23:59:57
21,4	NA	88,13	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-24	23H 59M 57S	23	24	12	2024	59	2024-12-24 23:59:57
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3S	0	23	12	2024	0	NA
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3S	0	23	12	2024	0	NA
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3S	0	23	12	2024	0	NA
22,37	NA	93,12	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	11S	0	23	12	2024	0	NA
22,37	NA	93,12	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	11S	0	23	12	2024	0	NA
22,37	NA	93,12	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	11S	0	23	12	2024	0	NA
22,44	92,88	95,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	29M 55S	0	23	12	2024	29	NA
22,44	92,88	95,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	29M 55S	0	23	12	2024	29	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	30M 3S	0	23	12	2024	30	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	30M 3S	0	23	12	2024	30	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	30M 3S	0	23	12	2024	30	NA
22,31	NA	93,2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	30M 10S	0	23	12	2024	30	NA
22,31	NA	93,2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	30M 10S	0	23	12	2024	30	NA
22,31	NA	93,2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	30M 10S	0	23	12	2024	30	NA
22,48	92,86	95,28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	59M 55S	0	23	12	2024	59	NA
22,48	92,86	95,28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	59M 55S	0	23	12	2024	59	NA
22,48	92,86	95,28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	59M 55S	0	23	12	2024	59	NA
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 3S	1	23	12	2024	0	2024-12-23 01:00:03
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 3S	1	23	12	2024	0	2024-12-23 01:00:03
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 3S	1	23	12	2024	0	2024-12-23 01:00:03
22,33	NA	93,24	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 10S	1	23	12	2024	0	2024-12-23 01:00:10
22,33	NA	93,24	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 10S	1	23	12	2024	0	2024-12-23 01:00:10
22,33	NA	93,24	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 0M 10S	1	23	12	2024	0	2024-12-23 01:00:10
22,39	92,84	95,31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 29M 55S	1	23	12	2024	29	2024-12-23 01:29:55
22,39	92,84	95,31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 29M 55S	1	23	12	2024	29	2024-12-23 01:29:55
22,39	92,84	95,31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 29M 55S	1	23	12	2024	29	2024-12-23 01:29:55
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 2S	1	23	12	2024	30	2024-12-23 01:30:02
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 2S	1	23	12	2024	30	2024-12-23 01:30:02
22,26	NA	93,29	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 10S	1	23	12	2024	30	2024-12-23 01:30:10
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 2S	1	23	12	2024	30	2024-12-23 01:30:02
22,26	NA	93,29	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 10S	1	23	12	2024	30	2024-12-23 01:30:10
22,26	NA	93,29	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 30M 10S	1	23	12	2024	30	2024-12-23 01:30:10
22,33	92,83	95,33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 59M 55S	1	23	12	2024	59	2024-12-23 01:59:55
22,33	92,83	95,33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 59M 55S	1	23	12	2024	59	2024-12-23 01:59:55
22,33	92,83	95,33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	1H 59M 55S	1	23	12	2024	59	2024-12-23 01:59:55
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	2H 0M 2S	2	23	12	2024	0	2024-12-23 02:00:02
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	2H 0M 2S	2	23	12	2024	0	2024-12-23 02:00:02
22,2	NA	93,24	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 0M 10S	2	23	12	2024	0	2024-12-23 02:00:10
22,2	NA	93,24	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 0M 10S	2	23	12	2024	0	2024-12-23 02:00:10
22,2	NA	93,24	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 0M 10S	2	23	12	2024	0	2024-12-23 02:00:10
22,3	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 29M 54S	2	23	12	2024	29	2024-12-23 02:29:54
22,3	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 29M 54S	2	23	12	2024	29	2024-12-23 02:29:54
22,3	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 29M 54S	2	23	12	2024	29	2024-12-23 02:29:54
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 2S	2	23	12	2024	30	2024-12-23 02:30:02
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 2S	2	23	12	2024	30	2024-12-23 02:30:02
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 2S	2	23	12	2024	30	2024-12-23 02:30:02
22,17	NA	93,27	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 10S	2	23	12	2024	30	2024-12-23 02:30:10
22,17	NA	93,27	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 10S	2	23	12	2024	30	2024-12-23 02:30:10
22,17	NA	93,27	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 30M 10S	2	23	12	2024	30	2024-12-23 02:30:10
22,31	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 59M 54S	2	23	12	2024	59	2024-12-23 02:59:54
22,31	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 59M 54S	2	23	12	2024	59	2024-12-23 02:59:54
22,31	92,81	95,43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	2H 59M 54S	2	23	12	2024	59	2024-12-23 02:59:54
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 3S	3	23	12	2024	0	2024-12-23 03:00:03
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 3S	3	23	12	2024	0	2024-12-23 03:00:03
22,16	NA	93,29	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 10S	3	23	12	2024	0	2024-12-23 03:00:10
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 3S	3	23	12	2024	0	2024-12-23 03:00:03
22,16	NA	93,29	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 10S	3	23	12	2024	0	2024-12-23 03:00:10
22,16	NA	93,29	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 0M 10S	3	23	12	2024	0	2024-12-23 03:00:10
22,05	92,81	95,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 29M 54S	3	23	12	2024	29	2024-12-23 03:29:54
22,05	92,81	95,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 29M 54S	3	23	12	2024	29	2024-12-23 03:29:54
22,05	92,81	95,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 29M 54S	3	23	12	2024	29	2024-12-23 03:29:54
NA	NA	NA	NA	0	4	0,07	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 2S	3	23	12	2024	30	2024-12-23 03:30:02
NA	NA	NA	NA	0	4	0,07	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 2S	3	23	12	2024	30	2024-12-23 03:30:02
NA	NA	NA	NA	0	4	0,07	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 2S	3	23	12	2024	30	2024-12-23 03:30:02
21,91	NA	93,35	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 10S	3	23	12	2024	30	2024-12-23 03:30:10
21,91	NA	93,35	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 10S	3	23	12	2024	30	2024-12-23 03:30:10
21,91	NA	93,35	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 30M 10S	3	23	12	2024	30	2024-12-23 03:30:10
21,71	92,81	95,42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 59M 54S	3	23	12	2024	59	2024-12-23 03:59:54
21,71	92,81	95,42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 59M 54S	3	23	12	2024	59	2024-12-23 03:59:54
21,71	92,81	95,42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-23	3H 59M 54S	3	23	12	2024	59	2024-12-23 03:59:54
